1,1.15e-07
2,0.0234933
4,0.00585838
8,0.000483005
16,0.000734849
32,0.000402852
64,0.000348975
128,0.0005376
256,0.000296203
512,0.000201702
1024,6.0994e-05
2048,0.0035378
4096,0.000229386
8192,0.000473897
16384,0.00171032
32768,0.0740591
65536,0.0542468
131072,0.0167075
262144,0.019804
524288,0.0503321
1048576,0.142284
2097152,0.285589
4194304,0.400849
8388608,0.775361
